AOR: File number Received,,Avg APP-AOR:,83,min/max APP-AOR:,,7,334,"Cell colours automatically change (white = APP received, yellow = AOR received, light blue = DM/PPR received within 10 days, blue = DM received over 10 days ago)",,,,,,,,,,,
,,Avg APP-PPR:,435,min/max APP-PPR:,,181,1006,* Last 10 days' DM/PPR are highlighted in light color,,,,,,,,,,,
DM: ECAS update to Decision Made,,Avg AOR-PPR:,348,min/max AOR-PPR:,,10,924,* Insert the date in  YYYY-MM-DD  format,,,,,,,,,,,
PPR: Email for pass request,,"Hello Users, Please add or update your cases at  https://imtrackdb.firebaseapp.com going forward.",,,,,,,,,Link to discussion forum,,,,,,,,
USERNAME,"VISA
OFFICE",QSW TYPE,Nationality,Location,APP,AOR,Med. Req.,Re-med. Req.,Pre-arrival,DM,PPR,APP-AOR,"AOR-Now/
AOR-DM",AOR-PPR,APP-PPR,Change,Communication,,
ALB,SYDNEY,PEQ,FRA,INLAND,2018-03-08,2018-04-12,2019-10-15,,,,,35,689,,,2019-10-15 at 10:28,,,
rsk,OTTAWA,REG,IND,INLAND,2018-03-15,2018-04-17,2018-09-26,,2018-09-28,2019-07-22,2019-07-15,33,461,454,487,2019-08-13 at 13:34,GCMS notes helped it seems.,,
Firewall,SYDNEY,PEQ,FRA,INLAND,2018-03-16,2018-04-20,2018-10-04,,,2019-06-27,2019-06-28,35,433,434,469,2019-07-02 at 8:47,"Guys, I ordered my notes exactly a month ago and I think it helped getting decision made!",,
FV,SYDNEY,PEQ,USA,INLAND,2018-03-19,2018-04-23,2018-10-04,,2018-10-06,,2019-06-27,35,678,430,465,2019-10-23 at 10:25,,,
Nits291092,SYDNEY,REG,IND,INLAND,2018-03-21,2018-05-28,,,2019-07-12,,,68,643,,,2019-10-11 at 14:18,They sent me mail to send Rprf fee 12 July 2019,,
Soni94 ,,PEQ,EGY,OUTLAND,2018-03-25,2018-05-01,2018-05-01,,2018-11-01,2019-07-30,,37,455,,,2019-10-20 at 6:09,,,
Jeff Z,OTTAWA,PEQ,CHN,INLAND,2018-03-28,2018-05-08,2018-10-11,,2018-10-13,2019-07-29,2019-07-29,41,447,447,488,2019-10-11 at 11:07,,,
Y.Z,SYDNEY,PEQ,EGY,INLAND,2018-03-28,2018-05-29,2018-10-11,,2018-10-13,2019-10-08,2019-10-08,62,497,497,559,2019-10-19 at 5:25,,,
Seema22,,,IND,,2018-04-01,2018-05-30,2018-10-01,,,2019-07-27,2019-07-31,59,423,427,486,2019-10-11 at 11:07,,,
EP2015,SYDNEY,PEQ,ALB,INLAND,2018-04-09,2018-05-11,2018-05-11,2019-08-27,2019-08-28,2019-10-16,2019-10-16,32,523,523,555,2019-10-18 at 21:13,"Remedical: request 27 August, 2019, done on 04 Sept 2019; passed on 14 Sept 2019",,
Arvin,SYDNEY,REG,IRN,,2018-04-26,2018-06-20,2018-10-24,,2018-10-25,,,55,620,,,2019-09-11 at 19:39,did your background check start? Yes. It started about two/three month ago.,,
adkar1983,SYDNEY,PEQ,,,2018-04-27,2018-06-21,,,,,,55,619,,,2019-07-25 at 17:14,,,
Holà,SYDNEY,PEQ,TUN,INLAND,2018-05-02,2018-06-28,2019-10-21,,,,,57,612,,,2019-10-23 at 10:28,Background check still running. Favorable results for medical received today Nov 6.,,
Paul,SYDNEY,REG,LBN,OUTLAND,2018-05-02,2018-06-29,,,,,,58,611,,,2019-09-04 at 9:25,,,
cissy,SYDNEY,PEQ,,,2018-05-02,2018-07-31,2018-06-06,,,,,90,579,,,2019-07-25 at 17:16,,,
Ninetea,OTTAWA,PEQ,,,2018-05-02,2018-05-25,2018-05-25,,2018-11-03,,,23,646,,,2019-06-03 at 9:56,"Medical, Eligibility and Criminal Check passed, Security check not yet started.",,
RoyB,SYDNEY,PEQ,ESP,INLAND,2018-05-07,2018-06-14,2018-11-01,,2018-11-03,2019-08-13,2019-07-31,38.44444444,424.5555556,411.5555556,450,2019-08-28 at 15:19,"Medical passed on Nov. 9th. Additional Police Records request on November 2nd, sent on Nov. 18th./ ""the documents you provided are being reviewed"" 2019/03/25 //how long since ur docs are being reviewed? 5 months 2019/05/06 // have you requested the GCMS notes? No ",,
LUCY,SYDNEY,PEQ,MDA,INLAND,2018-05-09,2018-07-09,2019-10-21,,,,,61,601,,,2019-10-29 at 8:09,"Backrgound check started // Not yet (June 26th) // on 25th of September - request of payment (right of permanent residence), paid same day / Medical passed on 25th of October",,
KGAN,SYDNEY,PEQ,,,2018-05-11,2018-07-10,2018-10-24,,,,,60,600,,,2019-10-11 at 11:05,,,
GLAZE,SYDNEY,REG,PHL,INLAND,2018-05-14,2018-05-30,upfront,,2018-11-16,,,16,641,,,2019-09-24 at 17:38,"RPRF Paid, Medical Passed, PCC requested.",,
GRAF,SYDNEY,,,,2018-05-22,2018-07-20,2018-11-15,,2018-11-16,2019-08-22,2019-08-22,59,398,398,457,2019-08-26 at 10:43,,,
CharlesHoang,,PEQ,VNM,INLAND,2018-05-28,2018-07-28,2018-11-15,,2018-11-16,2019-08-29,2019-08-29,61,397,397,458,2019-09-01 9:09,Medical exam + PPC submitted: 5 Dec 2018,,
Taco,SYDNEY,PEQ,COL,INLAND,2018-06-07,2018-08-08,2018-12-07,,2018-11-17,2019-09-11,2019-09-11,62,399,399,461,2019-10-20 6:10,,,
Danny ,SYDNEY,PEQ,COL,INLAND,2018-06-08,2018-08-08,2018-08-29,,2019-06-19,2019-06-26,2019-06-26,61,322,322,383,2019-08-28 at 15:34, requested me my police background in october 2018,,
kapaav,SYDNEY,REG,BLR,OUTLAND,2018-06-18,2018-08-14,2019-09-25,2019-10-02,,2019-10-08,2019-10-16,57,420,428,485,2019-10-18 at 16:32,,,
EVA ,SYDNEY,PEQ,AUS,OUTLAND,2018-06-20,2018-08-15,2018-11-01,,,2019-08-28,2019-09-09,56,378,390,446,2019-10-11 at 11:05,,,
Hoppi,SYDNEY,PEQ,AUS,INLAND,2018-06-21,2018-08-20,2018-11-19,,2018-11-20,2019-09-17,2019-09-19,60,393,395,455,2019-10-09 at 15:20,didnt ask for gcms,,
Sara,SYDNEY,PEQ,IRN,INLAND,2018-06-25,2018-08-19,2018-12-12,,2018-11-30,2019-09-03,2019-09-04,55,380,381,436,2019-09-17 at 20:56,"Police certificate requested on 2018-11-29// anyhing after this? Medical got passed 3 days after  the request. Background check in process since November (March 25th). Called CIC twice no new updates (March 25th). // any news? Not yet/ August 29, 2019, A newupdate asking for a resume was received. / Background check was complete in December 2018. Basically everything was done in December 2019, and it took another 9 months to reopen the file. So 9 months for nothing!!!",,
Titan (family of 3),SYDNEY,REG,CHN,OUTLAND,2018-06-25,2019-01-22,,,,,,211,404,,,2019-10-11 at 14:15,,,
andienzen,SYDNEY,PEQ,DEU,INLAND,2018-06-29,2018-08-22,2018-11-20,,2018-11-21,2019-09-09,2019-09-09,54,383,383,437,2019-09-25 at 20:00,"GCMS notes (2019-06-21): Eligibility, Medical, Criminality: passed; Security: not started; File location: Ready for PS; Ghost update on 2019-09-06 - mailed everything on Sept. 9, CoPR received on Sept. 25",,
lawrenceraj,,,,,2018-07-05,2018-08-25,2018-10-23,,2019-10-08,2019-10-08,,51,409,,,2019-10-09 13:24,Payment Made - OCT 23rd 2018  Medical passed and done - OCT26th 2018.,,
Mab,,PEQ,IRN,INLAND,2018-07-09,2018-09-18,,,,,,71,530,,,2019-08-05 at 16:37,,,
Konvict,SYDNEY,PEQ,DEU,INLAND,2018-07-16,2018-09-07,,,,,,53,541,,,2019-10-20 at 16:47,,,
Lester,SYDNEY,PEQ,,,2018-07-17,2018-09-14,,,,,,59,534,,,2019-10-09 at 16:55,,,
freepalestine,SYDNEY,PEQ,VNM,INLAND,2018-07-18,2018-09-19,,,,,,63,529,,,2019-07-01 at 0:18,,,
lcm ,SYDNEY,PEQ,KOR,OUTLAND,2018-07-19,2018-09-13,2018-11-22,,2018-11-24,2019-06-02,2019-06-27,56,262,287,343,2019-10-11 at 11:04,"1st GCMS : March 6th  2nd GCMS requested on May 20th (Security still not started) // Got PPR on 27th June. // Sent PP on 6.28, Approved 7.16 //",,
MB,SYDNEY,PEQ,MEX,INLAND,2018-07-23,2018-09-20,,,,,,59,528,,,2019-07-03 at 13:00,,,
Vellox,SYDNEY,REG,BRA,INLAND,2018-07-23,2018-09-04,,,,,,43,544,,,2019-09-15 at 19:35,,,
iskrav,SYDNEY,REG,UKR,OUTLAND,2018-07-23,2018-09-28,2018-11-14,2018-11-21,,2019-07-10,2019-07-19,67,285,294,361,2019-10-18 at 16:35,,,
Nadia Z,SYDNEY,PEQ,CHN,INLAND,2018-07-24,2018-09-24,,,,,,62,524,,,2019-10-11 11:03,,,
Cezar G.,SYDNEY,REG,MDA,OUTLAND,2018-07-25,2019-03-09,,,,,,227,358,,,2019-08-05 at 10:32,,,
Al,SYDNEY,REG,EGY,INLAND,2018-08-01,2019-01-23,,,,,,175,403,,,2019-10-16 at 14:51,,,
4AK,SYDNEY,REG,UKR,OUTLAND,2018-08-01,2018-11-15,2019-01-02,,,2019-09-09,2019-09-09,106,298,298,404,2019-10-11 11:03,,,
Ghostrider0789,SYDNEY,REG,IND,INLAND,2018-08-07,2019-03-16,Upfront,,,,,221,351,,,2019-06-28 at 15:35,,,
Alexandru MD,SYDNEY,REG,MDA,OUTLAND,2018-08-14,2018-11-05,2018-12-13,2018-12-19,,2019-07-30,2019-08-15,83,267,283,366,2019-10-21 10:02,,,
Sonia Han,SYDNEY,PEQ,CHN,INLAND,2018-08-16,2018-11-16,,,,,,92,471,,,2019-08-13 at 23:44,,,
Candy,SYDNEY,PEQ,CHN,INLAND,2018-08-21,2018-11-19,,,,,,90,468,,,2019-09-03 at 11:59,,,
cc7,SYDNEY,PEQ,CHE,INLAND,2018-08-29,2018-11-24,,,,,,87,463,,,2019-09-03 19:45,,,
SONA,SYDNEY,REG,IND,INLAND,2018-09-04,2019-01-18,,,,,,136,408,,,2019-09-24 at 16:51,,,
Tuntun,SYDNEY,PEQ,,,2018-09-04,2018-10-26,,,,,,52,492,,,2019-03-27 at 15:02,,,
AMAD,SYDNEY,PEQ,,,2018-09-04,2018-10-29,,,,,,55,489,,,2019-08-23 at 13:52,,,
Cindy,OTTAWA,PEQ,,,2018-09-06,2018-11-05,,,,,,60,482,,,2019-10-11 at 11:03,,,
asdfgh789,SYDNEY,PEQ,BRA,INLAND,2018-09-07,2018-11-01,Upfront,,,,,55,486,,,2019-09-23 at 21:34,,,
lala,SYDNEY,PEQ,COL,INLAND,2018-09-14,2018-12-06,2019-11-26,,,,,83,451,,,,,,
Dorm_cs,SYDNEY,PEQ,,,2018-09-28,2018-12-14,,,,,,77,443,,,2019-10-22 at 9:34,,,
Julia,SYDNEY,REG,,,2018-10-01,2018-12-18,,,,,,78,439,,,2019-07-25 at 17:05,,,
ertarun,SYDNEY,REG,,OUTLAND,2018-10-11,2018-12-24,2019-10-03,,,2019-10-21,2019-10-30,74,301,310,384,2019-10-22 at 9:40,,,
charlotte S,SYDNEY,PEQ,CHN,INLAND,2018-10-23,2019-01-08,,,,,,77,418,,,2019-10-23 13:38,,,
Ruban7,SYDNEY,PEQ,,INLAND,2018-10-24,2018-12-20,,,,,,57,437,,,2019-07-14 at 17:31,,,
Victor ,SYDNEY,PEQ,CHN,INLAND,2018-10-26,2019-01-12,,,,,,78,414,,,2019-07-02 at 23:24,,,
ADP,SYDNEY,PEQ,ESP,INLAND,2018-10-31,2019-01-15,,,,,,76,411,,,2019-07-23 at 11:50,,,
AkaneJ,SYDNEY,PEQ,CHN,OUTLAND,2018-11-01,2019-01-17,,,,,,77,409,,,2019-05-21 at 18:51,,,
Vermouth,SYDNEY,PEQ,,,2018-11-13,2019-01-31,,,,,,79,395,,,2019-05-21 at 18:51,,,
Liv,SYDNEY,PEQ,,,2018-11-16,2019-01-04,,,,,,49,422,,,2019-10-21 at 10:03,,,
Jeremy CHEN,OTTAWA,PEQ,CHN,,2018-11-22,2019-02-09,,,,,,79,386,,,2019-07-15 at 11:45,,,
Kairus2016,,PEQ,,,2018-11-26,2019-02-16,2019-10-09,,,,,82,379,,,2019-10-16 13:58,RPRF Payment on 09-Oct-2019,,
cutiealice,SYDNEY,PEQ,RUS,INLAND,2018-12-03,2019-02-21,,,,,,80,374,,,2019-07-02 at 0:02,,,
xinx,SYDNEY,PEQ,CHN,INLAND,2018-12-07,2019-02-28,,,,,,83,367,,,2019-03-27 at 11:09,,,
sxysss,SYDNEY,PEQ,,,2018-12-12,2019-03-02,,,,,,80,365,,,2019-05-03 at 23:32,,,
mmchiu,SYDNEY,PEQ,CHN,,2018-12-13,2019-03-06,,,,,,83,361,,,2019-10-21 at 11:48,,,
a_pritesh,SYDNEY,PEQ,IND,OUTLAND,2018-12-21,2019-03-16,2019-10-01,,,2019-10-19,2019-10-19,85,217,217,302,2019-10-22 at 9:41,,,
EH78,SYDNEY,REG,LBN,OUTLAND,2019-01-01,2019-04-01,,,,,,90,335,,,2019-09-23 10:09,,,
dearmilkyway (1),SYDNEY,REG,,OUTLAND,2019-01-08,2019-03-26,,,,,,77,341,,,2019-09-06 at 11:11,,,
pec,SYDNEY,PEQ,IRN,INLAND,2019-01-14,2019-04-01,,,,,,77,335,,,2019-09-19 21:43,,,
SamirDXB,SYDNEY,REG,DZA,OUTLAND,2019-01-15,2019-04-01,,,,,,76,335,,,2019-09-19 10:25,biometrics request along with AOR peocessed on 04-04-2019,,
nikhil56,SYDNEY,REG,IND,INLAND,2019-01-23,2019-04-08,,,,,,75,328,,,2019-10-21 at 11:16,,,
sam,SYDNEY,PEQ,CHN,INLAND,2019-01-24,2019-04-08,,,,,,74,328,,,2019-09-06 at 11:12,,,
sss,SYDNEY,PEQ,,,2019-02-04,2019-04-16,,,,,,71,320,,,2019-07-08 at 9:39,,,
inope642,SYDNEY,PEQ,FRA,INLAND,2019-02-07,2019-04-27,,,,,,79,309,,,2019-07-20 at 2:23,Got married and they emailed me to ask if my husband was canadien.,,
ancksunalyn,SYDNEY,PEQ,BRA,INLAND,2019-02-25,2019-05-03,,,,,,67,303,,,2019-06-28 at 22:17,,,
Jaswinder85,,,IND,OUTLAND,2019-03-07,2019-05-13,2019-10-03,,,2019-10-30,,67,170,,,2019-10-09 13:41,,,
ys,SYDNEY,PEQ,CHN,INLAND,2019-03-14,2019-06-05,,,,,,83,270,,,2019-10-11 at 22:01,,,
C & P,SYDNEY,PEQ,BRA,INLAND,2019-03-15,2019-06-06,,,,,,83,269,,,2019-06-21 at 21:55,,,
TKS,SYDNEY,PEQ,,INLAND,2019-03-28,2019-06-20,,,,,,84,255,,,2019-09-22 at 15:42,,,
Muzi,SYDNEY,PEQ,,,2019-04-02,2019-06-26,,,,,,85,249,,,2019-07-16 at 10:43,,,
Chrissy,SYDNEY,PEQ,CHN,INLAND,2019-04-04,2019-06-25,,,,,,82,250,,,2019-07-01 at 0:50,,,
dillon,SYDNEY,PEQ,HKG,INLAND,2019-04-08,2019-05-21,,,,,,43,285,,,2019-07-04 at 21:12,,,
QIUQIU,SYDNEY,PEQ,CHN,INLAND,2019-04-12,2019-07-04,,,,,,83,241,,,2019-09-06 at 11:11,,,
Luobo,SYDNEY,PEQ,CHN,INLAND,2019-04-18,2019-05-28,,,,,,40,278,,,2019-09-06 at 11:11,,,
PGILL,SYDNEY,,,INLAND,2019-04-18,2019-07-09,,,,,,82,236,,,2019-09-27 at 11:50,,,
lorzlorz,SYDNEY,PEQ,CHN,INLAND,2019-04-23,2019-07-10,,,,,,78,235,,,2019-09-06 at 11:10,,,
Jaz,SYDNEY,PEQ,LBN,INLAND,2019-04-25,2019-07-10,,,,,,76,235,,,2019-09-06 at 11:09,,,
JT,SYDNEY,PEQ,CHN,INLAND,2019-04-30,2019-05-31,,,,,,31,275,,,2019-09-06 at 11:09,,,
Evo,SYDNEY,PEQ,BRA,INLAND,2019-05-01,2019-07-16,,,,,,76,229,,,2019-09-06 at 11:09,,,
Ycc,SYDNEY,PEQ,CHN,INLAND,2019-05-09,2019-07-18,,,,,,70,227,,,2019-09-06 at 11:08,,,
NNNNNN,SYDNEY,REG,CHN,INLAND,2019-05-10,2019-07-18,,,,,,69,227,,,2019-09-05 22:26,,,
roro,SYDNEY,PEQ,IRN,OUTLAND,2019-05-31,2019-08-06,,,,,,67,208,,,2019-09-09 at 3:57,,,
YLERIN,SYDNEY,PEQ,CHN,INLAND,2019-06-03,2019-08-02,,,,,,60,212,,,2019-08-05 at 12:54,,,
SQ,SYDNEY,PEQ,CHN,INLAND,2019-06-03,2019-08-02,,,,,,60,212,,,2019-09-06 at 10:16,,,
Nounours,SYDNEY,PEQ,FRA,INLAND,2019-06-03,2019-08-01,,,,,,59,213,,,2019-09-06 at 10:40,,,
hayden,OTTAWA,PEQ,CHN,OUTLAND,2019-06-03,2019-08-01,,,,,,59,213,,,2019-10-08 11:45,,,
victor2000,SYDNEY,PEQ,COL,INLAND,2019-06-07,2019-08-06,,,,,,60,208,,,2019-09-06 at 10:36,,,
KAF93 ,SYDNEY,PEQ,LBN,INLAND,2019-06-10,2019-08-08,,,,,,59,206,,,2019-09-09 at 9:47,,,
e d,SYDNEY,PEQ,CHN,INLAND,2019-06-12,2019-08-12,,,,,,61,202,,,2019-09-11 at 11:53,,,
Steve 866,SYDNEY,PEQ,CHN,INLAND,2019-06-13,2019-08-13,,,,,,61,201,,,2019-10-08 21:32,,,
SS,SYDNEY,PEQ,,INLAND,2019-06-17,2019-08-14,,,,,,58,200,,,2019-08-20 at 12:56,,,
LT,SYDNEY,PEQ,CHN,INLAND,2019-06-19,2019-08-14,,,,,,56,200,,,2019-09-09 at 9:47,,,
RK,SYDNEY,REG,IRN,INLAND,2019-06-20,2019-08-14,,,,,,55,200,,,2019-09-06 at 10:37,,,
RM ,SYDNEY,PEQ,LBN,INLAND,2019-06-21,2019-08-15,,,,,,55,199,,,2019-09-09 at 9:47,,,
Dbacaico,SYDNEY,PEQ,FRA,INLAND,2019-06-21,2019-08-15,,,,,,55,199,,,2019-08-22 at 15:46,,,
DPSD,SYDNEY,PEQ,COL,INLAND,2019-06-25,2019-08-20,,,,,,56,194,,,2019-08-21 at 0:24,,,
FL,SYDNEY,PEQ,CHN,INLAND,2019-06-28,2019-08-20,,,,,,53,194,,,2019-09-06 at 10:35,,,
Vivian,,PEQ,BRA,INLAND,2019-06-28,,,,,,,,,,,2019-10-21 at 14:59,,,
MIGNONNE,SYDNEY,PEQ,CHN,INLAND,2019-07-03,2019-08-26,,,,,,54,188,,,2019-09-20 6:30,,,
LIN,SYDNEY,PEQ,CHN,INLAND,2019-07-04,2019-08-23,,,,,,50,191,,,2019-10-17 at 10:34,,,
AFA,SYDNEY,PEQ,CHN,INLAND,2019-07-05,2019-08-22,,,,,,48,192,,,2019-09-06 10:35,,,
circusclown2,SYDNEY,PEQ,USA,INLAND,2019-07-10,2019-08-27,,,,,,48,187,,,2019-09-06 at 10:35,,,
AQ,SYDNEY,PEQ,CHN,INLAND,2019-07-16,,,,,,,,,,,2019-09-06 at 18:32,,,
braziliang,SYDNEY,PEQ,BRA,OUTLAND,2019-07-29,,,,,,,,,,,2019-09-06 at 10:34,,,
Abudhabi2019,SYDNEY,REG,PHL,OUTLAND,2019-07-31,,,,,,,,,,,2019-09-06 at 10:34,,,
0li,SYDNEY,PEQ,CHN,INLAND,2019-08-02,,,,,,,,,,,2019-10-11 12:08,,,
Darling666,SYDNEY,PEQ,CHN,INLAND,2019-10-02,,,,,,,,,,,2019-10-17 at 11:00,,,
habajp,,,,OUTLAND,2018-03-20,2018-05-28,2019-09-08,,,2019-10-28,,69,518,,,,,,
aman,,,,INLAND,2018-12-03,2019-03-19,2019-10-03,,2019-10-16,2019-10-28,2019-11-04,106,223,230,336,,Many many congratulations :):).Are you inland applicant?,,
X,SYDNEY,PEQ,CHN,INLAND,2019-07-31,,,,,,,,,,,,,,
kanghq,SYDNEY,REG,CHN,INLAND,2019-11-05,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
